PROCEDURE_CODE,CPT4_CODE,CPT4_DESCRIPTION
6611,28230,"Tenotomy, open, tendon flexor; foot, single or multiple tendon(s) (separate procedure)"
6612,28232,"Tenotomy, open, tendon flexor; toe, single tendon (separate procedure)"
6613,28234,"Tenotomy, open, extensor, foot or toe, each tendon"
6614,28238,"Reconstruction (advancement), posterior tibial tendon with excision of accessory tarsal navicular bone (eg, Kidner type procedure)"
6615,28240,"Tenotomy, lengthening, or release, abductor hallucis muscle"
6616,28250,"Division of plantar fascia and muscle (eg, Steindler stripping) (separate procedure)"
6618,28261,"Capsulotomy, midfoot; with tendon lengthening"
6619,28262,"Capsulotomy, midfoot; extensive, including posterior talotibial capsulotomy and tendon(s) lengthening (eg, resistant clubfoot deformity)"
6622,28270,"Capsulotomy; metatarsophalangeal joint, with or without tenorrhaphy, each joint (separate procedure)"
6623,28272,"Capsulotomy; interphalangeal joint, each joint (separate procedure)"
6625,28280,"Syndactylization, toes (eg, webbing or Kelikian type procedure)"
6626,28285,"Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)"
6627,28286,"Correction, cock-up fifth toe, with plastic skin closure (eg, Ruiz-Mora type procedure)"
6628,28288,"Ostectomy, partial, exostectomy or condylectomy, metatarsal head, each metatarsal head"
6629,28289,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint"
6631,28290,"Correction, hallux valgus (bunion), with or without sesamoidectomy; simple exostectomy (eg, Silver type procedure)"
6632,28292,"Correction, hallux valgus (bunion), with or without sesamoidectomy; Keller, McBride, or Mayo type procedure"
6633,28293,"Correction, hallux valgus (bunion), with or without sesamoidectomy; resection of joint with implant"
6634,28294,"Correction, hallux valgus (bunion), with or without sesamoidectomy; with tendon transplants (eg, Joplin type procedure)"
6635,28296,"Correction, hallux valgus (bunion), with or without sesamoidectomy; with metatarsal osteotomy (eg, Mitchell, Chevron, or concentric type procedures)"
6636,28297,"Correction, hallux valgus (bunion), with or without sesamoidectomy; Lapidus-type procedure"
6637,28298,"Correction, hallux valgus (bunion), with or without sesamoidectomy; by phalanx osteotomy"
6638,28299,"Correction, hallux valgus (bunion), with or without sesamoidectomy; by double osteotomy"
6639,28300,"Osteotomy; calcaneus (eg, Dwyer or Chambers type procedure), with or without internal fixation"
6641,28304,"Osteotomy, tarsal bones, other than calcaneus or talus;"
6642,28305,"Osteotomy, tarsal bones, other than calcaneus or talus; with autograft (includes obtaining graft) (eg, Fowler type)"
6643,28306,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; first metatarsal"
6644,28307,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; first metatarsal with autograft (other than first toe)"
6645,28308,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; other than first metatarsal, each"
6646,28309,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; multiple (eg, Swanson type cavus foot procedure)"
6647,28310,"Osteotomy, shortening, angular or rotational correction; proximal phalanx, first toe (separate procedure)"
6648,28312,"Osteotomy, shortening, angular or rotational correction; other phalanges, any toe"
6649,28313,"Reconstruction, angular deformity of toe, soft tissue procedures only (eg, overlapping second toe, fifth toe, curly toes)"
6650,28315,"Sesamoidectomy, first toe (separate procedure)"
6651,28320,"Repair, nonunion or malunion; tarsal bones"
6652,28322,"Repair, nonunion or malunion; metatarsal, with or without bone graft (includes obtaining graft)"
6653,28340,"Reconstruction, toe, macrodactyly; soft tissue resection"
6654,28341,"Reconstruction, toe, macrodactyly; requiring bone resection"
6655,28344,"Reconstruction, toe(s); polydactyly"
6656,28345,"Reconstruction, toe(s); syndactyly, with or without skin graft(s), each web"
6660,28400,Closed treatment of calcaneal fracture; without manipulation
6663,28415,"Open treatment of calcaneal fracture, with or without internal or external fixation;"
6664,28420,"Open treatment of calcaneal fracture, with or without internal or external fixation; with primary iliac or other autogenous bone graft (includes obtaining graft)"
6665,28430,Closed treatment of talus fracture; without manipulation
6666,28435,Closed treatment of talus fracture; with manipulation
6668,28445,"Open treatment of talus fracture, with or without internal or external fixation"
6669,28450,"Treatment of tarsal bone fracture (except talus and calcaneus); without manipulation, each"
6670,28455,"Treatment of tarsal bone fracture (except talus and calcaneus); with manipulation, each"
6671,28456,"Percutaneous skeletal fixation of tarsal bone fracture (except talus and calcaneus), with manipulation, each"
6672,28465,"Open treatment of tarsal bone fracture (except talus and calcaneus), with or without internal or external fixation, each"
6673,28470,"Closed treatment of metatarsal fracture; without manipulation, each"
6674,28475,"Closed treatment of metatarsal fracture; with manipulation, each"
6675,28476,"Percutaneous skeletal fixation of metatarsal fracture, with manipulation, each"
6676,28485,"Open treatment of metatarsal fracture, with or without internal or external fixation, each"
6677,28490,"Closed treatment of fracture great toe, phalanx or phalanges; without manipulation"
6678,28495,"Closed treatment of fracture great toe, phalanx or phalanges; with manipulation"
6679,28496,"Percutaneous skeletal fixation of fracture great toe, phalanx or phalanges, with manipulation"
6680,28505,"Open treatment of fracture great toe, phalanx or phalanges, with or without internal or external fixation"
6681,28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each"
6682,28515,"Closed treatment of fracture, phalanx or phalanges, other than great toe; with manipulation, each"
6683,28525,"Open treatment of fracture, phalanx or phalanges, other than great toe, with or without internal or external fixation, each"
6684,28530,Closed treatment of sesamoid fracture
6685,28531,"Open treatment of sesamoid fracture, with or without internal fixation"
6686,28540,"Closed treatment of tarsal bone dislocation, other than talotarsal; without anesthesia"
6689,28555,"Open treatment of tarsal bone dislocation, with or without internal or external fixation"
6693,28585,"Open treatment of talotarsal joint dislocation, with or without internal or external fixation"
6695,28600,Closed treatment of tarsometatarsal joint dislocation; without anesthesia
6697,28606,"Percutaneous skeletal fixation of tarsometatarsal joint dislocation, with manipulation"
6699,28615,"Open treatment of tarsometatarsal joint dislocation, with or without internal or external fixation"
6702,28630,Closed treatment of metatarsophalangeal joint dislocation; without anesthesia
6703,28635,Closed treatment of metatarsophalangeal joint dislocation; requiring anesthesia
6704,28636,"Percutaneous skeletal fixation of metatarsophalangeal joint dislocation, with manipulation"
6706,28645,"Open treatment of metatarsophalangeal joint dislocation, with or without internal or external fixation"
6708,28660,Closed treatment of interphalangeal joint dislocation; without anesthesia
6709,28665,Closed treatment of interphalangeal joint dislocation; requiring anesthesia
6710,28666,"Percutaneous skeletal fixation of interphalangeal joint dislocation, with manipulation"
6712,28675,"Open treatment of interphalangeal joint dislocation, with or without internal or external fixation"
6715,28705,Arthrodesis; pantalar
6717,28715,Arthrodesis; triple
6719,28725,Arthrodesis; subtalar
6721,28730,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse;"
6722,28735,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse; with osteotomy (eg, flatfoot correction)"
6723,28737,"Arthrodesis, with tendon lengthening and advancement, midtarsal, tarsal navicular-cuneiform (eg, Miller type procedure)"
6725,28740,"Arthrodesis, midtarsal or tarsometatarsal, single joint"
6727,28750,"Arthrodesis, great toe; metatarsophalangeal joint"
6728,28755,"Arthrodesis, great toe; interphalangeal joint"
6735,28800,"Amputation, foot; midtarsal (eg, Chopart type procedure)"
6736,28805,"Amputation, foot; transmetatarsal"
6738,28810,"Amputation, metatarsal, with toe, single"
6740,28820,"Amputation, toe; metatarsophalangeal joint"
6741,28825,"Amputation, toe; interphalangeal joint"
6747,28899,"Unlisted procedure, foot or toes"
6784,29000,Application of halo type body cast (see 20661-20663 for insertion)
6795,29010,"Application of Risser jacket, localizer, body; only"
6805,29025,"Application of turnbuckle jacket, body; including head"
6806,29035,"Application of body cast, shoulder to hips;"
6809,29046,"Application of body cast, shoulder to hips; including both thighs"
6811,29055,"Application, cast; shoulder spica"
6813,29065,"Application, cast; shoulder to hand (long arm)"
6814,29075,"Application, cast; elbow to finger (short arm)"
6815,29085,"Application, cast; hand and lower forearm (gauntlet)"
6816,29086,"Application, cast; finger (eg, contracture)"
6817,29105,Application of long arm splint (shoulder to hand)
6818,29125,Application of short arm splint (forearm to hand); static
6819,29126,Application of short arm splint (forearm to hand); dynamic
6820,29130,Application of finger splint; static
6821,29131,Application of finger splint; dynamic
6822,29200,Strapping; thorax
6823,29220,Strapping; low back
6824,29240,"Strapping; shoulder (eg, Velpeau)"
6825,29260,Strapping; elbow or wrist
6826,29280,Strapping; hand or finger
6827,29305,Application of hip spica cast; one leg
6828,29325,Application of hip spica cast; one and one-half spica or both legs
6829,29345,Application of long leg cast (thigh to toes);
6830,29355,Application of long leg cast (thigh to toes); walker or ambulatory type
6831,29358,Application of long leg cast brace
6832,29365,Application of cylinder cast (thigh to ankle)
6833,29405,Application of short leg cast (below knee to toes);
6834,29425,Application of short leg cast (below knee to toes); walking or ambulatory type
6836,29440,Adding walker to previously applied cast
6837,29445,Application of rigid total contact leg cast
6838,29450,"Application of clubfoot cast with molding or manipulation, long or short leg"
6842,29505,Application of long leg splint (thigh to ankle or toes)
6843,29515,Application of short leg splint (calf to foot)
6844,29520,Strapping; hip
6845,29530,Strapping; knee
6846,29540,Strapping; ankle and/or foot
6847,29550,Strapping; toes
6848,29580,Strapping; Unna boot
6849,29590,Denis-Browne splint strapping
6850,29700,"Removal or bivalving; gauntlet, boot or body cast"
6851,29705,Removal or bivalving; full arm or full leg cast
6852,29710,"Removal or bivalving; shoulder or hip spica, Minerva, or Risser jacket, etc."
6854,29720,"Repair of spica, body cast or jacket"
6855,29730,Windowing of cast
6856,29740,Wedging of cast (except clubfoot casts)
6858,29799,"Unlisted procedure, casting or strapping"
6859,29800,"Arthroscopy, temporomandibular joint, diagnostic, with or without synovial biopsy (separate procedure)"
6860,29804,"Arthroscopy, temporomandibular joint, surgical"
6861,29805,"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)"
